month,region,bu,product_line,segment,orders,cancellations,backlog,avg_discount,asp
2023-04,EMEA,Core,Beta,Enterprise,39,1,38,0.055,21098.63
2023-04,EMEA,Core,Gamma,SMB,149,9,77,0.148,17749.21
2023-04,EMEA,Core,Gamma,MidMarket,117,8,84,0.099,20263.19
2023-04,EMEA,Core,Gamma,Enterprise,68,4,99,0.058,21061.69
2023-04,EMEA,Core,ServicesPlus,SMB,91,8,70,0.156,18610.17
2023-04,EMEA,Core,ServicesPlus,MidMarket,71,3,36,0.112,20341.81
2023-04,EMEA,Core,ServicesPlus,Enterprise,39,3,36,0.041,20430.84
2023-04,EMEA,Growth,Alpha,SMB,113,5,61,0.189,18500.31
2023-04,EMEA,Growth,Alpha,MidMarket,88,3,62,0.142,18706.86
2023-04,EMEA,Growth,Alpha,Enterprise,49,3,28,0.079,19929.31
2023-04,EMEA,Growth,Beta,SMB,65,3,54,0.188,18450.65
2023-04,EMEA,Growth,Beta,MidMarket,58,3,33,0.129,19000.09
2023-04,EMEA,Growth,Beta,Enterprise,30,1,20,0.102,20181.77
2023-04,EMEA,Growth,Gamma,SMB,136,10,102,0.194,17741.98
2023-04,EMEA,Growth,Gamma,MidMarket,122,6,77,0.134,18713.88
2023-04,EMEA,Growth,Gamma,Enterprise,70,4,49,0.096,19200.94
2023-04,EMEA,Growth,ServicesPlus,SMB,135,11,111,0.198,17536.09
2023-04,EMEA,Growth,ServicesPlus,MidMarket,108,9,54,0.144,19171.66
2023-04,EMEA,Growth,ServicesPlus,Enterprise,63,4,30,0.086,19504.66
2023-04,EMEA,Services,Alpha,SMB,179,14,110,0.184,17658.95
2023-04,EMEA,Services,Alpha,MidMarket,121,7,78,0.118,19397.13
2023-04,EMEA,Services,Alpha,Enterprise,63,2,60,0.078,19772.55
2023-04,EMEA,Services,Beta,SMB,149,10,72,0.168,17626.24
2023-04,EMEA,Services,Beta,MidMarket,138,6,89,0.119,19408.1
2023-04,EMEA,Services,Beta,Enterprise,64,2,53,0.044,21094.31
2023-04,EMEA,Services,Gamma,SMB,143,8,117,0.166,18599.6
2023-04,EMEA,Services,Gamma,MidMarket,120,8,70,0.096,19964.93
2023-04,EMEA,Services,Gamma,Enterprise,67,2,50,0.055,21031.27
2023-04,EMEA,Services,ServicesPlus,SMB,69,2,30,0.158,18810.58
2023-04,EMEA,Services,ServicesPlus,MidMarket,53,4,35,0.103,19738.31
2023-04,EMEA,Services,ServicesPlus,Enterprise,29,2,25,0.061,20669.06
2023-04,APAC,Core,Alpha,SMB,75,6,43,0.147,18610.73
2023-04,APAC,Core,Alpha,MidMarket,56,3,26,0.106,20239.93
2023-04,APAC,Core,Alpha,Enterprise,30,1,26,0.078,20573.31
2023-04,APAC,Core,Beta,SMB,160,14,95,0.149,18618.38
2023-04,APAC,Core,Beta,MidMarket,143,8,47,0.087,19639.21
2023-04,APAC,Core,Beta,Enterprise,72,2,37,0.061,21270.08
2023-04,APAC,Core,Gamma,SMB,80,6,60,0.145,18626.18
2023-04,APAC,Core,Gamma,MidMarket,70,2,37,0.101,19826.8
2023-04,APAC,Core,Gamma,Enterprise,37,2,32,0.056,20753.87
2023-04,APAC,Core,ServicesPlus,SMB,183,14,112,0.155,18520.59
2023-04,APAC,Core,ServicesPlus,MidMarket,117,7,79,0.104,20190.41
2023-04,APAC,Core,ServicesPlus,Enterprise,76,5,37,0.049,20405.28
2023-04,APAC,Growth,Alpha,SMB,100,5,47,0.192,17305.6
2023-04,APAC,Growth,Alpha,MidMarket,69,3,36,0.131,19109.05
2023-04,APAC,Growth,Alpha,Enterprise,39,3,39,0.083,20468.72
2023-04,APAC,Growth,Beta,SMB,128,11,98,0.225,17062.55
2023-04,APAC,Growth,Beta,MidMarket,93,8,48,0.131,19076.3
2023-04,APAC,Growth,Beta,Enterprise,53,3,19,0.095,20086.16
2023-04,APAC,Growth,Gamma,SMB,151,13,130,0.22,17190.65
2023-04,APAC,Growth,Gamma,MidMarket,141,10,63,0.161,18938.59
2023-04,APAC,Growth,Gamma,Enterprise,78,6,49,0.09,20033.52
2023-04,APAC,Growth,ServicesPlus,SMB,158,12,86,0.209,16986.44
2023-04,APAC,Growth,ServicesPlus,MidMarket,119,7,38,0.137,18858.52
2023-04,APAC,Growth,ServicesPlus,Enterprise,73,3,47,0.109,20074.74
2023-04,APAC,Services,Alpha,SMB,162,14,99,0.15,18379.27
2023-04,APAC,Services,Alpha,MidMarket,124,5,109,0.12,19356.19
2023-04,APAC,Services,Alpha,Enterprise,88,7,61,0.086,19887.01
2023-04,APAC,Services,Beta,SMB,136,6,127,0.174,18358.42
2023-04,APAC,Services,Beta,MidMarket,90,8,74,0.109,19219.78
2023-04,APAC,Services,Beta,Enterprise,62,5,64,0.072,20924.29
2023-04,APAC,Services,Gamma,SMB,139,7,91,0.171,18144.48
2023-04,APAC,Services,Gamma,MidMarket,113,4,103,0.134,19536.6
2023-04,APAC,Services,Gamma,Enterprise,64,6,22,0.077,20787.59
2023-04,APAC,Services,ServicesPlus,SMB,106,7,101,0.169,18400.23
2023-04,APAC,Services,ServicesPlus,MidMarket,95,8,51,0.117,19954.16
2023-04,APAC,Services,ServicesPlus,Enterprise,57,2,40,0.059,20900.92
2023-05,NA,Core,Alpha,SMB,82,3,41,0.161,18220.31
2023-05,NA,Core,Alpha,MidMarket,72,5,46,0.1,19334.94
2023-05,NA,Core,Alpha,Enterprise,39,2,21,0.027,22004.18
2023-05,NA,Core,Beta,SMB,135,5,85,0.149,19029.03
2023-05,NA,Core,Beta,MidMarket,82,7,64,0.111,19352.23
2023-05,NA,Core,Beta,Enterprise,60,5,34,0.046,21275.39
2023-05,NA,Core,Gamma,SMB,62,4,42,0.17,18012.44
2023-05,NA,Core,Gamma,MidMarket,58,5,40,0.107,20064.81
2023-05,NA,Core,Gamma,Enterprise,27,1,24,0.054,21094.61
2023-05,NA,Core,ServicesPlus,SMB,68,5,32,0.175,18294.79
2023-05,NA,Core,ServicesPlus,MidMarket,44,3,33,0.094,20056.61
2023-05,NA,Core,ServicesPlus,Enterprise,25,1,18,0.05,19803.23
2023-05,NA,Growth,Alpha,SMB,86,6,51,0.206,17337.24
2023-05,NA,Growth,Alpha,MidMarket,69,2,40,0.158,18948.95
2023-05,NA,Growth,Alpha,Enterprise,32,2,22,0.094,20222.66
2023-05,NA,Growth,Beta,SMB,189,14,145,0.208,17430.93
2023-05,NA,Growth,Beta,MidMarket,163,12,109,0.161,18126.95
2023-05,NA,Growth,Beta,Enterprise,88,3,52,0.086,19654.56
2023-05,NA,Growth,Gamma,SMB,155,14,104,0.201,18260.57
2023-05,NA,Growth,Gamma,MidMarket,141,9,68,0.166,18460.71
2023-05,NA,Growth,Gamma,Enterprise,77,2,21,0.11,19891.44
2023-05,NA,Growth,ServicesPlus,SMB,56,2,32,0.206,17402.47
2023-05,NA,Growth,ServicesPlus,MidMarket,45,2,20,0.156,18511.81
2023-05,NA,Growth,ServicesPlus,Enterprise,25,1,9,0.112,19684.76
2023-05,NA,Services,Alpha,SMB,57,2,48,0.163,18752.62
2023-05,NA,Services,Alpha,MidMarket,45,2,31,0.116,19735.29
2023-05,NA,Services,Alpha,Enterprise,28,2,8,0.067,20859.76
2023-05,NA,Services,Beta,SMB,122,4,98,0.166,18906.05
2023-05,NA,Services,Beta,MidMarket,94,6,60,0.125,19846.22
2023-05,NA,Services,Beta,Enterprise,54,3,35,0.093,19700.55
2023-05,NA,Services,Gamma,SMB,109,5,65,0.199,17118.96
2023-05,NA,Services,Gamma,MidMarket,83,6,56,0.131,19560.67
2023-05,NA,Services,Gamma,Enterprise,48,3,36,0.07,20444.28
2023-05,NA,Services,ServicesPlus,SMB,65,4,34,0.198,17872.35
2023-05,NA,Services,ServicesPlus,MidMarket,48,4,29,0.095,19332.45
2023-05,NA,Services,ServicesPlus,Enterprise,28,2,18,0.078,19782.06
2023-05,EMEA,Core,Alpha,SMB,123,5,98,0.166,18200.26
2023-05,EMEA,Core,Alpha,MidMarket,89,6,72,0.086,19941.82
2023-05,EMEA,Core,Alpha,Enterprise,60,5,28,0.054,20913.49
2023-05,EMEA,Core,Beta,SMB,89,5,61,0.169,17552.95
2023-05,EMEA,Core,Beta,MidMarket,63,5,47,0.094,19730.67
2023-05,EMEA,Core,Beta,Enterprise,41,2,46,0.056,21260.89
2023-05,EMEA,Core,Gamma,SMB,156,5,89,0.165,18695.81
2023-05,EMEA,Core,Gamma,MidMarket,125,4,82,0.093,19513.32
2023-05,EMEA,Core,Gamma,Enterprise,73,4,51,0.073,20907.0
2023-05,EMEA,Core,ServicesPlus,SMB,79,6,58,0.159,18777.45
2023-05,EMEA,Core,ServicesPlus,MidMarket,71,5,41,0.093,20042.11
2023-05,EMEA,Core,ServicesPlus,Enterprise,37,2,32,0.045,20872.03
2023-05,EMEA,Growth,Alpha,SMB,103,4,77,0.221,17251.13
2023-05,EMEA,Growth,Alpha,MidMarket,78,6,35,0.144,18351.52
2023-05,EMEA,Growth,Alpha,Enterprise,43,3,25,0.085,20150.03
2023-05,EMEA,Growth,Beta,SMB,64,6,47,0.199,17680.09
2023-05,EMEA,Growth,Beta,MidMarket,48,4,39,0.157,18724.13
2023-05,EMEA,Growth,Beta,Enterprise,29,1,27,0.084,20381.1
2023-05,EMEA,Growth,Gamma,SMB,150,13,90,0.19,18111.25
2023-05,EMEA,Growth,Gamma,MidMarket,125,5,62,0.129,19576.64
2023-05,EMEA,Growth,Gamma,Enterprise,66,4,61,0.104,19741.95
2023-05,EMEA,Growth,ServicesPlus,SMB,132,6,69,0.192,18092.33
2023-05,EMEA,Growth,ServicesPlus,MidMarket,107,7,68,0.126,18787.71
2023-05,EMEA,Growth,ServicesPlus,Enterprise,58,4,49,0.105,19538.98
2023-05,EMEA,Services,Alpha,SMB,160,12,102,0.162,18722.64
2023-05,EMEA,Services,Alpha,MidMarket,114,6,57,0.112,19386.58
2023-05,EMEA,Services,Alpha,Enterprise,65,5,45,0.079,20568.6
2023-05,EMEA,Services,Beta,SMB,160,11,116,0.163,19134.49
2023-05,EMEA,Services,Beta,MidMarket,112,9,111,0.12,19467.02
2023-05,EMEA,Services,Beta,Enterprise,71,4,57,0.06,20665.59
2023-05,EMEA,Services,Gamma,SMB,134,7,89,0.151,18548.46
2023-05,EMEA,Services,Gamma,MidMarket,113,8,60,0.119,19831.55
2023-05,EMEA,Services,Gamma,Enterprise,61,4,34,0.059,20043.48
2023-05,EMEA,Services,ServicesPlus,SMB,66,6,43,0.167,17921.01
2023-05,EMEA,Services,ServicesPlus,MidMarket,48,2,44,0.121,19251.8
2023-05,EMEA,Services,ServicesPlus,Enterprise,32,1,35,0.048,21082.38
2023-05,APAC,Core,Alpha,SMB,71,2,51,0.18,17488.38
2023-05,APAC,Core,Alpha,MidMarket,57,4,42,0.102,19275.93
2023-05,APAC,Core,Alpha,Enterprise,29,3,12,0.067,20427.21
2023-05,APAC,Core,Beta,SMB,173,7,116,0.154,18753.79
2023-05,APAC,Core,Beta,MidMarket,121,8,76,0.097,19853.64
2023-05,APAC,Core,Beta,Enterprise,72,6,59,0.037,21146.92
2023-05,APAC,Core,Gamma,SMB,98,3,66,0.168,17836.87
2023-05,APAC,Core,Gamma,MidMarket,66,5,47,0.106,19292.36
2023-05,APAC,Core,Gamma,Enterprise,41,3,28,0.081,20510.54
2023-05,APAC,Core,ServicesPlus,SMB,167,9,101,0.166,18173.26
2023-05,APAC,Core,ServicesPlus,MidMarket,119,9,89,0.087,20197.81
2023-05,APAC,Core,ServicesPlus,Enterprise,71,3,78,0.08,20526.59
2023-05,APAC,Growth,Alpha,SMB,95,8,50,0.209,17728.31
2023-05,APAC,Growth,Alpha,MidMarket,75,2,53,0.16,18865.82
2023-05,APAC,Growth,Alpha,Enterprise,39,1,51,0.102,19877.79
2023-05,APAC,Growth,Beta,SMB,118,6,65,0.189,18193.9
2023-05,APAC,Growth,Beta,MidMarket,94,6,52,0.14,18487.27
2023-05,APAC,Growth,Beta,Enterprise,60,4,33,0.102,19749.33
2023-05,APAC,Growth,Gamma,SMB,159,12,133,0.203,17382.07
2023-05,APAC,Growth,Gamma,MidMarket,128,8,93,0.136,19125.49
2023-05,APAC,Growth,Gamma,Enterprise,85,3,44,0.109,19677.61
2023-05,APAC,Growth,ServicesPlus,SMB,157,10,85,0.203,17568.86
2023-05,APAC,Growth,ServicesPlus,MidMarket,126,5,66,0.154,18505.64
2023-05,APAC,Growth,ServicesPlus,Enterprise,70,2,73,0.092,20492.09
2023-05,APAC,Services,Alpha,SMB,153,10,109,0.181,17948.79
2023-05,APAC,Services,Alpha,MidMarket,132,5,75,0.102,20017.42
2023-05,APAC,Services,Alpha,Enterprise,66,5,43,0.06,21576.39
2023-05,APAC,Services,Beta,SMB,118,8,72,0.167,18036.11
2023-05,APAC,Services,Beta,MidMarket,108,9,77,0.114,19201.51
2023-05,APAC,Services,Beta,Enterprise,59,4,23,0.056,20287.8
2023-05,APAC,Services,Gamma,SMB,136,6,109,0.18,17717.75
2023-05,APAC,Services,Gamma,MidMarket,118,8,75,0.109,19662.39
2023-05,APAC,Services,Gamma,Enterprise,68,2,39,0.064,20359.01
2023-05,APAC,Services,ServicesPlus,SMB,129,6,81,0.175,17798.75
2023-05,APAC,Services,ServicesPlus,MidMarket,99,7,51,0.116,19534.94
2023-05,APAC,Services,ServicesPlus,Enterprise,55,4,40,0.076,20531.39
2023-06,NA,Core,Alpha,SMB,86,6,57,0.154,18907.72
2023-06,NA,Core,Alpha,MidMarket,60,2,35,0.096,19088.79
2023-06,NA,Core,Alpha,Enterprise,39,3,27,0.04,20744.62
2023-06,NA,Core,Beta,SMB,136,9,58,0.174,17360.3
2023-06,NA,Core,Beta,MidMarket,95,5,84,0.123,19213.34
2023-06,NA,Core,Beta,Enterprise,54,2,22,0.069,20169.16
2023-06,NA,Core,Gamma,SMB,71,5,47,0.164,18230.34
2023-06,NA,Core,Gamma,MidMarket,52,3,30,0.1,19891.28
2023-06,NA,Core,Gamma,Enterprise,26,2,18,0.088,19895.56
2023-06,NA,Core,ServicesPlus,SMB,50,4,44,0.141,18541.51
2023-06,NA,Core,ServicesPlus,MidMarket,40,3,26,0.091,20018.91
2023-06,NA,Core,ServicesPlus,Enterprise,23,2,32,0.061,20214.13
2023-06,NA,Growth,Alpha,SMB,85,5,32,0.213,17651.04
2023-06,NA,Growth,Alpha,MidMarket,63,5,46,0.131,18797.82
2023-06,NA,Growth,Alpha,Enterprise,33,3,26,0.078,20293.43
2023-06,NA,Growth,Beta,SMB,186,14,146,0.201,17302.85
2023-06,NA,Growth,Beta,MidMarket,172,8,73,0.144,20045.61
2023-06,NA,Growth,Beta,Enterprise,88,7,33,0.104,19519.67
2023-06,NA,Growth,Gamma,SMB,183,10,98,0.203,17150.45
2023-06,NA,Growth,Gamma,MidMarket,142,7,114,0.167,17626.79
2023-06,NA,Growth,Gamma,Enterprise,81,5,61,0.103,19890.61
2023-06,NA,Growth,ServicesPlus,SMB,49,2,32,0.222,16445.99
2023-06,NA,Growth,ServicesPlus,MidMarket,45,4,32,0.139,19288.16
2023-06,NA,Growth,ServicesPlus,Enterprise,23,1,25,0.096,20249.76
2023-06,NA,Services,Alpha,SMB,68,6,38,0.171,18285.28
2023-06,NA,Services,Alpha,MidMarket,48,2,34,0.103,20026.29
2023-06,NA,Services,Alpha,Enterprise,27,1,11,0.06,20455.89
2023-06,NA,Services,Beta,SMB,127,4,58,0.17,18234.18
2023-06,NA,Services,Beta,MidMarket,95,4,61,0.117,19822.92
2023-06,NA,Services,Beta,Enterprise,52,3,37,0.061,20355.21
2023-06,NA,Services,Gamma,SMB,107,8,64,0.179,17819.32
2023-06,NA,Services,Gamma,MidMarket,74,7,34,0.11,20221.73
2023-06,NA,Services,Gamma,Enterprise,46,3,22,0.08,20245.06
2023-06,NA,Services,ServicesPlus,SMB,54,3,38,0.157,18639.01
2023-06,NA,Services,ServicesPlus,MidMarket,45,4,44,0.108,20596.85
2023-06,NA,Services,ServicesPlus,Enterprise,27,1,11,0.083,20738.51
2023-06,EMEA,Core,Alpha,SMB,119,7,75,0.168,18727.07
2023-06,EMEA,Core,Alpha,MidMarket,95,6,56,0.1,18971.8
2023-06,EMEA,Core,Alpha,Enterprise,59,4,38,0.064,21049.84
2023-06,EMEA,Core,Beta,SMB,83,6,75,0.168,17795.75
2023-06,EMEA,Core,Beta,MidMarket,67,4,48,0.102,19188.42
2023-06,EMEA,Core,Beta,Enterprise,38,2,18,0.07,20128.18
2023-06,EMEA,Core,Gamma,SMB,143,8,104,0.168,18135.33
2023-06,EMEA,Core,Gamma,MidMarket,116,9,89,0.103,20068.06
2023-06,EMEA,Core,Gamma,Enterprise,64,4,26,0.075,20175.1
2023-06,EMEA,Core,ServicesPlus,SMB,73,5,64,0.16,18219.95
2023-06,EMEA,Core,ServicesPlus,MidMarket,57,5,53,0.098,19680.89
2023-06,EMEA,Core,ServicesPlus,Enterprise,31,2,13,0.056,20908.78
2023-06,EMEA,Growth,Alpha,SMB,100,8,65,0.202,17507.32
2023-06,EMEA,Growth,Alpha,MidMarket,85,6,42,0.133,19503.45
2023-06,EMEA,Growth,Alpha,Enterprise,46,3,56,0.111,19411.53
2023-06,EMEA,Growth,Beta,SMB,65,4,40,0.197,17618.04
2023-06,EMEA,Growth,Beta,MidMarket,50,4,31,0.143,18573.86
2023-06,EMEA,Growth,Beta,Enterprise,31,2,25,0.11,19296.47
2023-06,EMEA,Growth,Gamma,SMB,151,11,128,0.184,18250.04
2023-06,EMEA,Growth,Gamma,MidMarket,124,6,79,0.129,18811.6
2023-06,EMEA,Growth,Gamma,Enterprise,66,5,40,0.117,19509.84
2023-06,EMEA,Growth,ServicesPlus,SMB,129,7,95,0.201,17953.02
2023-06,EMEA,Growth,ServicesPlus,MidMarket,101,9,64,0.138,18692.15
2023-06,EMEA,Growth,ServicesPlus,Enterprise,58,5,38,0.08,20095.0
2023-06,EMEA,Services,Alpha,SMB,149,7,123,0.19,17871.38
2023-06,EMEA,Services,Alpha,MidMarket,120,6,72,0.116,20068.47
2023-06,EMEA,Services,Alpha,Enterprise,67,3,67,0.052,21574.69
2023-06,EMEA,Services,Beta,SMB,154,8,109,0.167,18265.76
2023-06,EMEA,Services,Beta,MidMarket,125,4,110,0.09,20110.84
2023-06,EMEA,Services,Beta,Enterprise,71,4,34,0.081,20351.38
2023-06,EMEA,Services,Gamma,SMB,145,12,89,0.169,17833.52
2023-06,EMEA,Services,Gamma,MidMarket,100,8,86,0.108,19693.35
2023-06,EMEA,Services,Gamma,Enterprise,58,3,28,0.073,20142.4
2023-06,EMEA,Services,ServicesPlus,SMB,70,3,46,0.176,18099.47
2023-06,EMEA,Services,ServicesPlus,MidMarket,46,1,30,0.124,18862.46
2023-06,EMEA,Services,ServicesPlus,Enterprise,31,1,24,0.078,20386.53
2023-06,APAC,Core,Alpha,SMB,62,5,58,0.14,19051.38
2023-06,APAC,Core,Alpha,MidMarket,47,4,42,0.077,19448.17
2023-06,APAC,Core,Alpha,Enterprise,29,2,20,0.075,20287.59
2023-06,APAC,Core,Beta,SMB,178,12,116,0.162,18433.41
2023-06,APAC,Core,Beta,MidMarket,128,6,79,0.099,20436.55
2023-06,APAC,Core,Beta,Enterprise,66,5,62,0.044,20713.06
2023-06,APAC,Core,Gamma,SMB,91,4,54,0.137,19302.64
2023-06,APAC,Core,Gamma,MidMarket,63,3,55,0.102,20122.56
2023-06,APAC,Core,Gamma,Enterprise,34,3,30,0.07,19772.12
2023-06,APAC,Core,ServicesPlus,SMB,170,13,103,0.185,18230.76
2023-06,APAC,Core,ServicesPlus,MidMarket,95,5,79,0.081,20434.87
2023-06,APAC,Core,ServicesPlus,Enterprise,66,2,60,0.082,20174.69
2023-06,APAC,Growth,Alpha,SMB,73,6,47,0.195,18430.24
2023-06,APAC,Growth,Alpha,MidMarket,69,3,41,0.15,18184.59
2023-06,APAC,Growth,Alpha,Enterprise,39,3,41,0.123,19606.9
2023-06,APAC,Growth,Beta,SMB,115,9,94,0.203,17813.5
2023-06,APAC,Growth,Beta,MidMarket,88,5,69,0.121,18990.62
2023-06,APAC,Growth,Beta,Enterprise,58,5,17,0.085,19887.89
2023-06,APAC,Growth,Gamma,SMB,167,8,97,0.204,17402.19
2023-06,APAC,Growth,Gamma,MidMarket,127,7,100,0.137,19392.41
2023-06,APAC,Growth,Gamma,Enterprise,77,2,53,0.093,19804.25
2023-06,APAC,Growth,ServicesPlus,SMB,156,10,101,0.194,17590.74
2023-06,APAC,Growth,ServicesPlus,MidMarket,107,8,119,0.13,19251.48
2023-06,APAC,Growth,ServicesPlus,Enterprise,63,4,60,0.111,19265.72
2023-06,APAC,Services,Alpha,SMB,161,11,116,0.155,17951.51
2023-06,APAC,Services,Alpha,MidMarket,116,6,103,0.101,20443.21
2023-06,APAC,Services,Alpha,Enterprise,71,5,58,0.063,20978.14
2023-06,APAC,Services,Beta,SMB,114,7,92,0.195,17641.8
2023-06,APAC,Services,Beta,MidMarket,112,7,100,0.118,18619.69
2023-06,APAC,Services,Beta,Enterprise,62,2,38,0.067,20243.56
2023-06,APAC,Services,Gamma,SMB,128,5,64,0.176,17577.19
2023-06,APAC,Services,Gamma,MidMarket,109,9,63,0.111,20134.09
2023-06,APAC,Services,Gamma,Enterprise,68,2,51,0.067,19951.73
2023-06,APAC,Services,ServicesPlus,SMB,127,9,94,0.175,18665.98
2023-06,APAC,Services,ServicesPlus,MidMarket,103,6,78,0.11,19570.46
2023-06,APAC,Services,ServicesPlus,Enterprise,52,2,42,0.064,20324.01
2023-07,NA,Core,Alpha,SMB,82,3,57,0.157,18421.43
2023-07,NA,Core,Alpha,MidMarket,62,4,47,0.112,19324.67
2023-07,NA,Core,Alpha,Enterprise,39,2,33,0.048,20362.9
2023-07,NA,Core,Beta,SMB,128,4,81,0.148,18468.84
2023-07,NA,Core,Beta,MidMarket,101,7,51,0.118,18984.61
2023-07,NA,Core,Beta,Enterprise,58,4,17,0.075,20771.9
2023-07,NA,Core,Gamma,SMB,66,5,39,0.145,18466.86
2023-07,NA,Core,Gamma,MidMarket,51,3,36,0.103,19561.48
2023-07,NA,Core,Gamma,Enterprise,31,1,27,0.067,20985.42
2023-07,NA,Core,ServicesPlus,SMB,55,4,43,0.17,18179.31
2023-07,NA,Core,ServicesPlus,MidMarket,48,3,40,0.104,19905.01
2023-07,NA,Core,ServicesPlus,Enterprise,24,2,10,0.049,21334.94
2023-07,NA,Growth,Alpha,SMB,78,6,57,0.222,17046.48
2023-07,NA,Growth,Alpha,MidMarket,58,3,31,0.137,18844.44
2023-07,NA,Growth,Alpha,Enterprise,32,3,16,0.1,19935.86
2023-07,NA,Growth,Beta,SMB,214,15,120,0.212,17269.95
2023-07,NA,Growth,Beta,MidMarket,154,10,99,0.14,19288.8
2023-07,NA,Growth,Beta,Enterprise,86,4,51,0.107,19721.22
2023-07,NA,Growth,Gamma,SMB,163,11,131,0.179,18014.99
2023-07,NA,Growth,Gamma,MidMarket,138,9,86,0.155,19265.78
2023-07,NA,Growth,Gamma,Enterprise,72,3,43,0.091,19977.18
2023-07,NA,Growth,ServicesPlus,SMB,51,4,26,0.19,17944.6
2023-07,NA,Growth,ServicesPlus,MidMarket,43,4,29,0.139,18818.31
2023-07,NA,Growth,ServicesPlus,Enterprise,24,1,9,0.078,20145.59
2023-07,NA,Services,Alpha,SMB,54,2,40,0.186,17269.64
2023-07,NA,Services,Alpha,MidMarket,42,2,45,0.084,20355.0
2023-07,NA,Services,Alpha,Enterprise,23,2,22,0.062,20414.03
2023-07,NA,Services,Beta,SMB,109,10,91,0.181,17272.24
2023-07,NA,Services,Beta,MidMarket,106,4,71,0.108,19906.81
2023-07,NA,Services,Beta,Enterprise,58,3,29,0.072,20218.5
2023-07,NA,Services,Gamma,SMB,100,5,76,0.167,18398.31
2023-07,NA,Services,Gamma,MidMarket,76,3,41,0.116,19212.49
2023-07,NA,Services,Gamma,Enterprise,43,2,16,0.067,20897.84
2023-07,NA,Services,ServicesPlus,SMB,63,5,46,0.16,18169.27
2023-07,NA,Services,ServicesPlus,MidMarket,50,3,24,0.089,20590.9
2023-07,NA,Services,ServicesPlus,Enterprise,23,2,18,0.082,20078.78
2023-07,EMEA,Core,Alpha,SMB,126,8,51,0.131,18910.76
2023-07,EMEA,Core,Alpha,MidMarket,92,6,112,0.099,19748.09
2023-07,EMEA,Core,Alpha,Enterprise,52,4,38,0.072,20690.36
2023-07,EMEA,Core,Beta,SMB,90,5,74,0.162,18539.17
2023-07,EMEA,Core,Beta,MidMarket,58,4,35,0.096,19669.02
2023-07,EMEA,Core,Beta,Enterprise,42,2,32,0.035,21444.95
2023-07,EMEA,Core,Gamma,SMB,148,7,112,0.149,19104.45
2023-07,EMEA,Core,Gamma,MidMarket,103,8,81,0.089,19835.06
2023-07,EMEA,Core,Gamma,Enterprise,66,3,48,0.059,20684.46
2023-07,EMEA,Core,ServicesPlus,SMB,86,7,64,0.168,18228.96
2023-07,EMEA,Core,ServicesPlus,MidMarket,62,3,47,0.104,20786.67
2023-07,EMEA,Core,ServicesPlus,Enterprise,35,2,18,0.067,20963.95
2023-07,EMEA,Growth,Alpha,SMB,100,4,97,0.185,17685.2
2023-07,EMEA,Growth,Alpha,MidMarket,81,5,47,0.124,19249.44
2023-07,EMEA,Growth,Alpha,Enterprise,46,2,16,0.092,19828.59
2023-07,EMEA,Growth,Beta,SMB,74,6,42,0.202,17147.74
2023-07,EMEA,Growth,Beta,MidMarket,49,4,37,0.141,18655.12
2023-07,EMEA,Growth,Beta,Enterprise,29,2,24,0.092,19923.28
2023-07,EMEA,Growth,Gamma,SMB,157,6,95,0.186,17510.78
2023-07,EMEA,Growth,Gamma,MidMarket,119,7,106,0.153,18934.06
2023-07,EMEA,Growth,Gamma,Enterprise,69,3,68,0.109,19226.31
2023-07,EMEA,Growth,ServicesPlus,SMB,129,7,112,0.205,16842.82
2023-07,EMEA,Growth,ServicesPlus,MidMarket,101,5,50,0.15,18787.62
2023-07,EMEA,Growth,ServicesPlus,Enterprise,59,5,19,0.096,20064.18
2023-07,EMEA,Services,Alpha,SMB,144,7,112,0.173,18038.27
2023-07,EMEA,Services,Alpha,MidMarket,120,11,82,0.104,19984.59
2023-07,EMEA,Services,Alpha,Enterprise,65,5,70,0.07,20215.36
2023-07,EMEA,Services,Beta,SMB,173,14,89,0.195,17702.65
2023-07,EMEA,Services,Beta,MidMarket,111,10,91,0.121,19510.32
2023-07,EMEA,Services,Beta,Enterprise,76,5,46,0.083,20123.53
2023-07,EMEA,Services,Gamma,SMB,146,7,110,0.183,17633.98
2023-07,EMEA,Services,Gamma,MidMarket,105,5,79,0.085,20024.33
2023-07,EMEA,Services,Gamma,Enterprise,61,2,0,0.073,20184.44
2023-07,EMEA,Services,ServicesPlus,SMB,70,5,41,0.171,18379.68
2023-07,EMEA,Services,ServicesPlus,MidMarket,52,3,53,0.121,19023.69
2023-07,EMEA,Services,ServicesPlus,Enterprise,30,1,23,0.07,20691.11
2023-07,APAC,Core,Alpha,SMB,74,6,31,0.137,18704.71
2023-07,APAC,Core,Alpha,MidMarket,50,2,36,0.101,19379.02
2023-07,APAC,Core,Alpha,Enterprise,27,1,30,0.032,21792.38
2023-07,APAC,Core,Beta,SMB,144,7,112,0.167,18472.55
2023-07,APAC,Core,Beta,MidMarket,121,4,70,0.108,19687.79
2023-07,APAC,Core,Beta,Enterprise,65,4,45,0.072,20677.28
2023-07,APAC,Core,Gamma,SMB,97,8,52,0.163,18906.42
2023-07,APAC,Core,Gamma,MidMarket,61,2,57,0.106,19729.81
2023-07,APAC,Core,Gamma,Enterprise,35,3,15,0.059,20923.19
2023-07,APAC,Core,ServicesPlus,SMB,168,6,116,0.155,18351.11
